Date,Close
2017-11-09,11.9538
2017-11-10,10.5722
2017-11-11,11.0462
2017-11-12,9.27841
2017-11-13,10.9558
2017-11-14,11.4357
2017-11-15,12.1356
2017-11-16,11.3235
2017-11-17,10.8618
2017-11-18,10.8388
2017-11-19,11.6919
2017-11-20,11.3391
2017-11-21,11.7271
2017-11-22,12.6659
2017-11-23,12.9187
2017-11-24,13.2431
2017-11-25,15.0279
2017-11-26,15.8693
2017-11-27,15.7046
2017-11-28,15.2747
2017-11-29,18.5812
2017-11-30,28.740299
2017-12-01,31.1675
2017-12-02,28.0578
2017-12-03,26.4422
2017-12-04,28.066099
2017-12-05,25.782301
2017-12-06,21.039101
2017-12-07,21.058901
2017-12-08,20.9063
2017-12-09,23.5977
2017-12-10,22.528799
2017-12-11,23.0944
2017-12-12,23.768801
2017-12-13,23.0623
2017-12-14,22.7199
2017-12-15,23.255199
2017-12-16,23.959101
2017-12-17,26.0646
2017-12-18,28.8804
2017-12-19,27.5271
2017-12-20,27.222601
2017-12-21,29.7605
2017-12-22,23.0574
2017-12-23,26.011499
2017-12-24,27.534
2017-12-25,34.457699
2017-12-26,32.020599
2017-12-27,34.526199
2017-12-28,34.199402
2017-12-29,33.163399
2017-12-30,28.765699
2017-12-31,32.972698
2018-01-01,39.871601
2018-01-02,37.6241
2018-01-03,37.9851
2018-01-04,37.4785
2018-01-05,31.546101
2018-01-06,32.348202
2018-01-07,41.864498
2018-01-08,48.6525
2018-01-09,45.1745
2018-01-10,49.001202
2018-01-11,41.797699
2018-01-12,44.020302
2018-01-13,52.162201
2018-01-14,46.145401
2018-01-15,39.061699
2018-01-16,28.971399
2018-01-17,28.5812
2018-01-18,32.9091
2018-01-19,33.520802
2018-01-20,34.451199
2018-01-21,27.541599
2018-01-22,27.3978
2018-01-23,27.1208
2018-01-24,28.2698
2018-01-25,27.865801
2018-01-26,26.5868
2018-01-27,28.682699
2018-01-28,29.6537
2018-01-29,26.875999
2018-01-30,22.6432
2018-01-31,21.5965
2018-02-01,19.007401
2018-02-02,17.7659
2018-02-03,19.9485
2018-02-04,15.8042
2018-02-05,13.3511
2018-02-06,15.1478
2018-02-07,15.8368
2018-02-08,15.5266
2018-02-09,16.1569
