Date,Close
2017-11-11,9.471148
2017-11-12,7.95747
2017-11-13,9.393638
2017-11-14,9.700314
2017-11-15,10.300119
2017-11-16,9.614111
2017-11-17,9.210379
2017-11-18,9.190876
2017-11-19,9.963272
2017-11-20,9.66181
2017-11-21,9.989012
2017-11-22,10.721094
2017-11-23,10.902777
2017-11-24,11.100671
2017-11-25,12.596731
2017-11-26,13.305357
2017-11-27,13.192709
2017-11-28,12.892218
2017-11-29,15.677691
2017-11-30,24.155573
2017-12-01,26.215408
2017-12-02,23.599798
2017-12-03,22.302799
2017-12-04,23.650543
2017-12-05,21.793999
2017-12-06,17.823704
2017-12-07,17.888975
2017-12-08,17.771421
2017-12-09,20.05925
2017-12-10,19.145746
2017-12-11,19.613079
2017-12-12,20.244272
2017-12-13,19.484877
2017-12-14,19.296671
2017-12-15,19.788292
2017-12-16,20.387255
2017-12-17,22.195862
2017-12-18,24.510225
2017-12-19,23.257097
2017-12-20,22.920435
2017-12-21,25.110107
2017-12-22,19.446234
2017-12-23,21.937674
2017-12-24,23.239367
2017-12-25,29.026787
2017-12-26,27.007929
2017-12-27,29.01605
2017-12-28,28.645115
2017-12-29,27.645382
2017-12-30,23.979408
2017-12-31,27.47267
2018-01-01,33.201431
2018-01-02,31.194843
2018-01-03,31.627893
2018-01-04,31.061247
2018-01-05,26.227221
2018-01-06,26.894081
2018-01-07,34.779842
2018-01-08,40.648758
2018-01-09,37.875828
2018-01-10,40.988041
2018-01-11,34.712814
2018-01-12,36.099968
2018-01-13,42.776939
2018-01-14,37.855129
2018-01-15,31.848103
2018-01-16,23.611572
2018-01-17,23.467607
2018-01-18,26.901903
2018-01-19,27.431099
2018-01-20,28.192471
2018-01-21,22.471931
2018-01-22,22.354603
2018-01-23,22.03689
2018-01-24,22.814785
2018-01-25,22.488743
2018-01-26,21.408165
2018-01-27,23.095819
2018-01-28,23.858477
2018-01-29,21.709208
2018-01-30,18.248873
2018-01-31,17.394089
2018-02-01,15.19498
2018-02-02,14.258346
2018-02-03,16.010033
2018-02-04,12.698216
2018-02-05,10.797493
2018-02-06,12.236692
2018-02-07,12.907979
2018-02-08,12.664437
2018-02-09,13.207635
2018-02-10,15.853675
2018-02-11,14.950122
2018-02-12,17.869341
2018-02-13,16.336166
2018-02-14,17.723108
2018-02-15,17.724422
2018-02-16,17.126724
2018-02-17,18.741636
2018-02-18,16.463539
2018-02-19,19.700275
2018-02-20,19.325605
2018-02-21,18.717077
2018-02-22,15.994482
2018-02-23,16.361996
2018-02-24,16.225086
2018-02-25,15.826565
2018-02-26,16.894987
2018-02-27,17.29241
2018-02-28,15.974733
2018-03-01,19.038872
2018-03-02,19.126654
2018-03-03,17.829424
2018-03-04,31.713812
2018-03-05,24.066957
2018-03-06,20.654854
2018-03-07,19.251068
2018-03-08,18.31028
2018-03-09,17.118895
2018-03-10,16.464851
2018-03-11,17.774536
2018-03-12,16.277191
2018-03-13,16.310659
2018-03-14,13.650557
2018-03-15,13.643264
2018-03-16,13.034833
2018-03-17,12.486856
2018-03-18,11.973942
2018-03-19,13.175745
2018-03-20,13.044991
2018-03-21,12.192872
2018-03-22,11.887446
2018-03-23,10.980163
2018-03-24,10.618654
2018-03-25,10.95102
2018-03-26,11.583333
2018-03-27,11.12364
2018-03-28,11.038827
2018-03-29,9.238173
2018-03-30,8.349078
2018-03-31,9.048373
2018-04-01,9.018438
2018-04-02,9.160091
2018-04-03,9.725666
2018-04-04,8.954501
2018-04-05,9.097975
2018-04-06,8.557528
2018-04-07,11.578536
2018-04-08,11.522168
2018-04-09,10.162689
2018-04-10,10.049511
2018-04-11,10.849798
2018-04-12,11.421527
2018-04-13,11.73396
2018-04-14,12.294509
2018-04-15,12.679669
2018-04-16,11.958895
2018-04-17,11.546763
2018-04-18,12.283671
2018-04-19,13.301515
2018-04-20,14.787482
2018-04-21,14.177357
2018-04-22,14.458197
2018-04-23,15.014908
2018-04-24,15.700882
2018-04-25,13.694962
2018-04-26,14.762719
2018-04-27,14.245136
2018-04-28,14.9234
2018-04-29,14.18304
2018-04-30,13.424125
2018-05-01,13.625354
2018-05-02,15.913222
2018-05-03,14.912329
2018-05-04,14.409016
2018-05-05,14.408513
2018-05-06,13.873505
2018-05-07,12.907065
2018-05-08,13.150585
2018-05-09,13.530053
2018-05-10,11.902116
2018-05-11,10.232624
2018-05-12,10.261765
2018-05-13,11.061663
2018-05-14,10.825231
2018-05-15,10.719242
2018-05-16,10.771842
2018-05-17,10.334464
2018-05-18,10.531125
2018-05-19,10.391507
2018-05-20,10.699023
2018-05-21,10.20582
2018-05-22,9.125
2018-05-23,8.134563
2018-05-24,8.40447
2018-05-25,8.65176
2018-05-26,8.508902
2018-05-27,8.719285
2018-05-28,7.550955
2018-05-29,8.287699
2018-05-30,7.905651
2018-05-31,8.368843
2018-06-01,8.480506
2018-06-02,8.501295
2018-06-03,8.688154
2018-06-04,8.040272
2018-06-05,7.850904
2018-06-06,8.696409
2018-06-07,8.156094
2018-06-08,8.331106
2018-06-09,8.19326
2018-06-10,6.90224
2018-06-11,6.966188
2018-06-12,6.595973
2018-06-13,6.35311
2018-06-14,7.427331
2018-06-15,6.803903
2018-06-16,6.967416
2018-06-17,6.628591
2018-06-18,6.837157
2018-06-19,7.172702
2018-06-20,6.951067
2018-06-21,6.687753
2018-06-22,5.887448
2018-06-23,6.034517
2018-06-24,5.933588
2018-06-25,5.976947
2018-06-26,5.852833
2018-06-27,5.956504
2018-06-28,5.6469
2018-06-29,5.761106
2018-06-30,6.130651
2018-07-01,5.762331
2018-07-02,5.869072
2018-07-03,5.833837
2018-07-04,5.924284
2018-07-05,5.83891
2018-07-06,5.710532
2018-07-07,5.841209
2018-07-08,5.607591
2018-07-09,5.29704
2018-07-10,4.800205
2018-07-11,4.638427
2018-07-12,5.613223
2018-07-13,5.890458
2018-07-14,6.074745
2018-07-15,6.219113
2018-07-16,6.21951
2018-07-17,7.7974
2018-07-18,7.269209
2018-07-19,6.852102
2018-07-20,7.099599
2018-07-21,6.795588
2018-07-22,7.15457
2018-07-23,6.996168
2018-07-24,7.897997
2018-07-25,7.649587
2018-07-26,6.976365
2018-07-27,7.397529
2018-07-28,7.403792
2018-07-29,7.813749
2018-07-30,7.971711
2018-07-31,8.086977
2018-08-01,7.279292
2018-08-02,6.879983
2018-08-03,6.765592
2018-08-04,6.589029
2018-08-05,7.437863
2018-08-06,7.957501
2018-08-07,7.855418
2018-08-08,6.311588
2018-08-09,6.909285
2018-08-10,6.485811
2018-08-11,6.453339
2018-08-12,6.734337
2018-08-13,6.257216
2018-08-14,5.613961
2018-08-15,5.454951
2018-08-16,5.835013
2018-08-17,6.195471
2018-08-18,5.406951
2018-08-19,5.677407
2018-08-20,5.314533
2018-08-21,5.193813
2018-08-22,4.948904
2018-08-23,5.146421
2018-08-24,5.060244
2018-08-25,5.030238
2018-08-26,4.76596
2018-08-27,4.591945
2018-08-28,4.368622
2018-08-29,4.098232
2018-08-30,4.116068
2018-08-31,4.132417
2018-09-01,4.249177
2018-09-02,4.263944
2018-09-03,4.219118
2018-09-04,4.12612
2018-09-05,3.430345
2018-09-06,3.346631
2018-09-07,3.244542
2018-09-08,2.99484
2018-09-09,3.089575
2018-09-10,3.009472
2018-09-11,2.968826
2018-09-12,2.901308
2018-09-13,3.104885
2018-09-14,2.919032
2018-09-15,2.82875
2018-09-16,2.767384
2018-09-17,2.64131
2018-09-18,2.650475
2018-09-19,2.714136
2018-09-20,2.716012
2018-09-21,2.84909
2018-09-22,2.7253
2018-09-23,2.874463
2018-09-24,2.865564
2018-09-25,2.784886
2018-09-26,2.827561
2018-09-27,2.893767
2018-09-28,2.815909
