Date,Close
2017-11-11,8.375948
2017-11-12,7.071959
2017-11-13,8.351094
2017-11-14,8.691723
2017-11-15,9.21318
2017-11-16,8.579709
2017-11-17,8.221785
2017-11-18,8.204375
2017-11-19,8.858842
2017-11-20,8.563628
2017-11-21,8.853314
2017-11-22,9.513219
2017-11-23,9.711118
2017-11-24,9.931084
2017-11-25,11.269516
2017-11-26,11.9121
2017-11-27,11.79024
2017-11-28,11.430592
2017-11-29,13.852095
2017-11-30,21.245047
2017-12-01,23.138454
2017-12-02,20.829844
2017-12-03,19.602787
2017-12-04,20.832912
2017-12-05,19.223309
2017-12-06,15.712547
2017-12-07,15.620012
2017-12-08,15.621534
2017-12-09,17.632593
2017-12-10,16.825092
2017-12-11,17.303064
2017-12-12,17.847124
2017-12-13,17.200403
2017-12-14,16.916016
2017-12-15,17.460169
2017-12-16,17.988663
2017-12-17,19.575365
2017-12-18,21.58798
2017-12-19,20.567169
2017-12-20,20.36248
2017-12-21,22.249178
2017-12-22,17.263702
2017-12-23,19.475515
2017-12-24,20.607738
2017-12-25,25.764692
2017-12-26,23.942425
2017-12-27,25.763899
2017-12-28,25.449772
2017-12-29,24.543665
2017-12-30,21.289001
2017-12-31,24.427839
2018-01-01,29.517029
2018-01-02,27.679026
2018-01-03,28.118364
2018-01-04,27.65941
2018-01-05,23.250368
2018-01-06,23.841539
2018-01-07,30.841681
2018-01-08,35.858269
2018-01-09,33.390865
2018-01-10,36.267635
2018-01-11,30.872072
2018-01-12,32.059067
2018-01-13,37.98864
2018-01-14,33.606731
2018-01-15,28.31789
2018-01-16,20.996811
2018-01-17,20.675058
2018-01-18,23.69095
2018-01-19,24.190519
2018-01-20,24.861946
2018-01-21,19.828365
2018-01-22,19.593651
2018-01-23,19.358173
2018-01-24,19.881708
2018-01-25,19.694536
2018-01-26,18.76671
2018-01-27,20.246136
2018-01-28,20.956678
2018-01-29,19.101633
2018-01-30,15.997739
2018-01-31,15.212017
2018-02-01,13.324501
2018-02-02,12.582082
2018-02-03,14.127833
2018-02-04,11.200709
2018-02-05,9.575486
2018-02-06,10.85397
2018-02-07,11.41062
2018-02-08,11.14296
2018-02-09,11.67828
2018-02-10,14.017926
2018-02-11,13.249819
2018-02-12,15.87167
2018-02-13,14.533458
2018-02-14,15.765537
2018-02-15,15.709941
2018-02-16,15.14845
2018-02-17,16.576826
2018-02-18,14.562682
2018-02-19,17.458471
2018-02-20,17.027075
2018-02-21,16.523619
2018-02-22,14.131326
2018-02-23,14.403008
2018-02-24,14.282492
2018-02-25,13.921893
2018-02-26,14.898517
2018-02-27,15.207668
2018-02-28,14.160267
2018-03-01,16.961376
2018-03-02,17.066284
